Iter,worst,Replaced_X,Parent1_ID,Parent1_X,Parent2_ID,Parent2_X,Childx,Mut_Î”x,Offspringx,fitness(offspring)
1,4,85,1,45,3,32.0,38.5,-3.1831502527623745,35.316849747237626,2497.167005226626
2,2,67,3,32,4,35.316849747237626,33.65842487361881,1.6964349272989052,35.354859800917716,2497.2935137253635
1,61.84500698223072,47.90644107742772,54.87572402982922,0.0,2976.227315184946,1976.4294042121826
2,54.87572402982922,47.90644107742772,51.39108255362847,0.0,2998.0648893289904,2374.8117168416243
3,47.90644107742772,51.39108255362847,49.6487618155281,0.0,2999.876631737769,2738.55629544012
4,51.39108255362847,49.6487618155281,50.519922184578284,0.0,2999.7296809219833,2889.8582210981767
5,50.519922184578284,49.6487618155281,52.84342748859982,2.759085488546634,2991.914920117075,2971.5352229670516
6,50.519922184578284,49.6487618155281,50.08434200005319,0.0,2999.992886427027,2993.5717413880798
7,49.6487618155281,50.08434200005319,48.3469975146397,-1.5195543931509423,2997.2675827833928,2997.532669928427
8,49.6487618155281,50.08434200005319,49.866551907790644,0.0,2999.982191606686,2998.4247803728135
9,49.866551907790644,50.08434200005319,49.97544695392192,0.0,2999.9993971479284,2999.1523104676417
10,50.08434200005319,49.97544695392192,50.02989447698755,0.0,2999.9991063202456,2999.607612861731
1,16.42678415896066,80.30663083103624,48.36670749499845,0.0,2997.3323555931056,1670.6544717498818
2,80.30663083103624,48.36670749499845,66.91670372043865,2.5800345574213015,2713.825135234897,2024.9269058487462
3,66.91670372043865,48.36670749499845,57.64170560771855,0.0,2941.604335404963,2224.142212020623
4,57.64170560771855,48.36670749499845,53.0042065513585,0.0,2990.9747429967747,2408.628803002483
5,53.0042065513585,48.36670749499845,50.68545702317847,0.0,2999.530148669375,2599.680645832001
6,48.36670749499845,50.68545702317847,49.52608225908846,0.0,2999.7754019748495,2787.462474261733
7,50.68545702317847,49.52608225908846,50.10576964113346,0.0,2999.9888127830145,2940.507019978994
8,49.52608225908846,50.10576964113346,49.815925950110966,0.0,2999.9661167441573,2988.200966237014
9,49.815925950110966,50.10576964113346,46.137022714437684,-3.8238250811845322,2985.07740649123,2997.9279297935464
10,49.815925950110966,50.10576964113346,49.960847795622215,0.0,2999.9984671048924,2996.945040375955
